PheCode	Phenotype	Ethnicity	Prevalence	Cases	Controls
751.22	Other specified congenital anomalies of kidney	Asian (all)	0.09	9.0	9782.0
751.21	Cystic kidney disease	Asian (all)	0.06	6.0	9782.0
751.3	Obstructive genitourinary defect	Asian (all)	0.0	0.0	9782.0
751.2	Congenital anomalies of urinary system	Asian (all)	0.0	0.0	9782.0
755.61	Congenital hip dysplasia and deformity	Asian (all)	0.01	1.0	9805.0
755.1	Congenital deformities of feet	Asian (all)	0.03	3.0	9805.0
754.0	Congenital musculoskeletal deformities of spine	Asian (all)	0.06	6.0	9805.0
756.21	Pectus excavatum	Asian (all)	0.0	0.0	9805.0
756.22	Pectus carinatum	Asian (all)	0.0	0.0	9805.0
756.0	Other congenital musculoskeletal anomalies	Asian (all)	0.0	0.0	9805.0
755.4	Congenital anomalies of upper limb, including shoulder girdle	Asian (all)	0.01	1.0	9805.0
755.6	Other congenital anomalies of lower limb, including pelvic girdle	Asian (all)	0.04	4.0	9805.0
755.3	Congenital anomaly of fingers/toes	Asian (all)	0.01	1.0	9805.0
755.0	Congenital anomalies of limbs	Asian (all)	0.0	0.0	9805.0
749.2	Congenital anomalies of skull and face bones	Asian (all)	0.0	0.0	9814.0
754.2	Spondylolisthesis, congenital	Asian (all)	0.0	0.0	9805.0
756.2	Pectus and other congenital anomalies of ribs/sternum	Asian (all)	0.02	2.0	9805.0
756.1	Congenital anomalies of abdominal wall; diaphram	Asian (all)	0.0	0.0	9805.0
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	Asian (all)	0.0	0.0	9805.0
691.1	Ichthyosis congenita	Asian (all)	0.02	2.0	9638.0
691.0	Congenital anomalies of skin	Asian (all)	0.01	1.0	9638.0
757.0	Congenital anomalies of the integument	Asian (all)	0.0	0.0	9805.0
691.3	Congenital pigmentary anomalies of skin	Asian (all)	0.0	0.0	9638.0
217.0	Vascular hamartomas and non-neoplastic nevi	Asian (all)	0.02	2.0	9692.0
612.3	Congenital anomalies of breast	Asian (all)	0.13	13.0	9658.0
199.4	Neurofibromatosis	Asian (all)	0.03	3.0	9112.0
759.0	Other and unspecified congenital anomalies	Asian (all)	0.06	6.0	9805.0
758.0	Chromosomal anomalies and genetic disorders	Asian (all)	0.03	3.0	9805.0
759.1	Anomalies of endocrine glands, congenital	Asian (all)	0.01	1.0	9805.0
758.1	Chromosomal anomalies	Asian (all)	0.06	6.0	9805.0
396.0	Abnormal heart sounds	Asian (all)	0.26	25.0	9605.0
427.7	Tachycardia NOS	Asian (all)	0.74	68.0	9129.0
427.9	Palpitations	Asian (all)	1.33	123.0	9129.0
791.0	Gangrene	Asian (all)	0.18	18.0	9805.0
402.0	Elevated blood pressure reading without diagnosis of hypertension	Asian (all)	0.7	49.0	6934.0
458.0	Hypotension	Asian (all)	0.42	39.0	9244.0
516.1	Hemoptysis	Asian (all)	0.8	79.0	9744.0
477.0	Epistaxis or throat hemorrhage	Asian (all)	0.58	54.0	9287.0
512.8	Cough	Asian (all)	1.22	117.0	9439.0
512.7	Shortness of breath	Asian (all)	2.68	260.0	9439.0
512.1	Wheezing	Asian (all)	0.18	17.0	9439.0
513.31	Apnea	Asian (all)	0.0	0.0	9797.0
513.4	Hyperventilation	Asian (all)	0.06	6.0	9797.0
293.0	Symptoms involving head and neck	Asian (all)	0.81	79.0	9718.0
512.9	Other dyspnea	Asian (all)	0.34	32.0	9439.0
478.0	Throat pain	Asian (all)	0.18	17.0	9287.0
512.2	Painful respiration	Asian (all)	0.11	10.0	9439.0
418.1	Precordial pain	Asian (all)	2.3	198.0	8405.0
418.0	Nonspecific chest pain	Asian (all)	13.59	1322.0	8405.0
509.5	Respiratory arrest	Asian (all)	0.11	10.0	9483.0
516.0	Abnormal sputum	Asian (all)	0.0	0.0	9744.0
429.3	Symptoms involving cardiovascular system	Asian (all)	0.01	1.0	9525.0
789.0	Nausea and vomiting	Asian (all)	3.97	390.0	9433.0
530.9	Heartburn	Asian (all)	0.86	75.0	8611.0
532.0	Dysphagia	Asian (all)	2.69	238.0	8611.0
561.2	Flatulence	Asian (all)	0.89	72.0	8060.0
561.0	Symptoms involving digestive system	Asian (all)	4.66	394.0	8060.0
579.2	Splenomegaly	Asian (all)	0.11	10.0	9063.0
573.3	Hepatomegaly	Asian (all)	0.08	8.0	9535.0
573.5	Jaundice (not of newborn)	Asian (all)	0.19	18.0	9535.0
572.0	Ascites (non malignant)	Asian (all)	0.46	44.0	9535.0
579.0	Other symptoms involving abdomen and pelvis	Asian (all)	0.4	36.0	9063.0
579.8	Nonspecific abnormal findings in stool contents	Asian (all)	0.84	77.0	9063.0
687.4	Disturbance of skin sensation	Asian (all)	0.99	96.0	9648.0
687.2	Localized superficial swelling, mass, or lump	Asian (all)	0.12	12.0	9648.0
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	Asian (all)	0.27	26.0	9718.0
519.9	Symptoms involving respiratory system and other chest symptoms	Asian (all)	0.09	9.0	9484.0
771.0	Musculoskeletal symptoms referable to limbs	Asian (all)	0.25	24.0	9771.0
687.0	Symptoms affecting skin	Asian (all)	0.05	5.0	9648.0
782.6	Pallor and flushing	Asian (all)	0.0	0.0	9780.0
287.1	Spontaneous ecchymoses	Asian (all)	0.03	3.0	9733.0
687.3	Changes in skin texture	Asian (all)	0.02	2.0	9648.0
350.1	Abnormal involuntary movements	Asian (all)	0.23	22.0	9735.0
350.2	Abnormality of gait	Asian (all)	0.62	61.0	9735.0
741.3	Difficulty in walking	Asian (all)	0.07	7.0	9766.0
350.3	Lack of coordination	Asian (all)	0.08	8.0	9735.0
350.5	Abnormal reflex	Asian (all)	0.0	0.0	9735.0
781.2	Abnormal posture	Asian (all)	0.0	0.0	9748.0
599.3	Dysuria	Asian (all)	0.73	67.0	9142.0
599.8	Other symptoms involving urinary system	Asian (all)	0.01	1.0	9142.0
599.2	Retention of urine	Asian (all)	1.93	180.0	9142.0
599.6	Oliguria and anuria	Asian (all)	0.08	7.0	9142.0
599.5	Frequency of urination and polyuria	Asian (all)	1.24	115.0	9142.0
599.7	Urethral discharge	Asian (all)	0.02	2.0	9142.0
599.9	Other abnormality of urination	Asian (all)	0.58	53.0	9142.0
598.0	Abnormal findings on examination of urine	Asian (all)	1.47	144.0	9671.0
292.0	Neurological disorders	Asian (all)	0.19	18.0	9629.0
292.4	Altered mental status	Asian (all)	0.69	67.0	9629.0
292.3	Memory loss	Asian (all)	0.12	12.0	9629.0
386.9	Dizziness and giddiness (Light-headedness and vertigo)	Asian (all)	2.15	210.0	9578.0
350.6	Disturbances of sensation of smell and taste	Asian (all)	0.01	1.0	9735.0
292.6	Hallucinations	Asian (all)	0.03	3.0	9629.0
292.1	Aphasia/speech disturbance	Asian (all)	0.5	48.0	9629.0
292.12	Symbolic dysfunction	Asian (all)	0.0	0.0	9629.0
473.4	Voice disturbance	Asian (all)	0.32	30.0	9287.0
783.0	Fever of unknown origin	Asian (all)	2.25	221.0	9602.0
338.1	Acute pain	Asian (all)	0.2	20.0	9789.0
338.2	Chronic pain	Asian (all)	0.16	16.0	9789.0
788.0	Syncope and collapse	Asian (all)	2.91	286.0	9537.0
797.1	Cardiogenic shock	Asian (all)	0.07	7.0	9814.0
797.0	Shock	Asian (all)	0.02	2.0	9814.0
459.1	Hemorrhage NOS	Asian (all)	0.04	4.0	9244.0
782.3	Edema	Asian (all)	0.44	43.0	9780.0
705.8	Hyperhidrosis	Asian (all)	0.23	22.0	9606.0
264.9	Lack of normal physiological development, unspecified	Asian (all)	0.01	1.0	9581.0
260.6	Anorexia	Asian (all)	0.23	22.0	9581.0
276.8	Polydipsia	Asian (all)	0.04	4.0	9478.0
260.7	Polyphagia	Asian (all)	0.01	1.0	9581.0
278.4	Abnormal weight gain	Asian (all)	0.02	2.0	9442.0
780.0	Hypothermia/Chills	Asian (all)	0.12	12.0	9811.0
790.1	Elevated sedimentation rate	Asian (all)	0.07	7.0	9636.0
790.0	Nonspecific findings on examination of blood	Asian (all)	0.03	3.0	9636.0
250.41	Impaired fasting glucose	Asian (all)	0.22	18.0	8014.0
250.42	Other abnormal glucose	Asian (all)	0.43	35.0	8014.0
573.9	Abnormal serum enzyme levels	Asian (all)	0.06	6.0	9535.0
279.7	Other immunological findings	Asian (all)	0.06	6.0	9815.0
250.5	Glycosuria or Acetonuria	Asian (all)	0.05	4.0	8014.0
598.9	Other nonspecific findings on examination of urine	Asian (all)	0.09	9.0	9671.0
346.3	Nonspecific abnormal findings in cerebrospinal fluid	Asian (all)	0.0	0.0	9490.0
609.2	Abnormal spermatozoa	Asian (all)	0.03	3.0	9256.0
514.0	Abnormal findings examination of lungs	Asian (all)	0.92	90.0	9732.0
611.1	Abnormal mammogram	Asian (all)	0.03	3.0	9658.0
346.1	Nonspecific abnormal findings on radiological and other examination of skull and head	Asian (all)	0.02	2.0	9490.0
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	Asian (all)	0.24	24.0	9795.0
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Asian (all)	0.13	12.0	9451.0
564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area	Asian (all)	0.58	47.0	8060.0
793.0	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	Asian (all)	0.04	4.0	9795.0
346.2	Nonspecific abnormal results of function study of brain and central nervous system	Asian (all)	0.0	0.0	9490.0
346.0	Abnormal findings on study of brain and/or nervous system	Asian (all)	0.0	0.0	9490.0
514.1	Abnormal results of function study of pulmonary system	Asian (all)	0.01	1.0	9732.0
429.2	Abnormal function study of cardiovascular system	Asian (all)	0.46	44.0	9525.0
589.0	Abnormal results of function study of kidney	Asian (all)	0.09	8.0	9331.0
573.7	Abnormal results of function study of liver	Asian (all)	1.18	114.0	9535.0
246.7	Abnormal results of function study of thyroid	Asian (all)	0.02	2.0	9198.0
259.1	Nonspecific abnormal results of other endocrine function study	Asian (all)	0.0	0.0	9668.0
915.0	Superficial injury without mention of infection	Asian (all)	1.08	106.0	9692.0
916.0	Contusion	Asian (all)	0.32	31.0	9792.0
870.3	Other open wound of head and face	Asian (all)	0.64	62.0	9640.0
870.1	Open wound or laceration of eye or eyelid	Asian (all)	0.09	9.0	9640.0
870.4	Open wound of nose and sinus	Asian (all)	0.07	7.0	9640.0
870.2	Open wound of ear	Asian (all)	0.03	3.0	9640.0
870.5	Open wound of lip and mouth	Asian (all)	0.09	9.0	9640.0
819.0	Skull and face fracture and other intercranial injury	Asian (all)	0.19	19.0	9801.0
873.0	Broken tooth	Asian (all)	0.01	1.0	9640.0
817.0	Concussion	Asian (all)	0.0	0.0	9801.0
818.0	Intracranial hemorrhage (injury)	Asian (all)	0.03	3.0	9801.0
872.0	Traumatic amputation	Asian (all)	0.15	14.0	9640.0
870.6	Open wound of neck	Asian (all)	0.0	0.0	9640.0
952.0	Spinal cord injury without evidence of spinal bone injury	Asian (all)	0.01	1.0	9822.0
870.0	Open wounds of head; neck; and trunk	Asian (all)	0.03	3.0	9640.0
809.0	Fracture of unspecified bones	Asian (all)	0.0	0.0	9769.0
807.0	Fracture of ribs	Asian (all)	0.02	2.0	9769.0
803.3	Fracture of clavicle or scapula	Asian (all)	0.02	2.0	9769.0
870.8	Open wound of genital organs	Asian (all)	0.02	2.0	9640.0
802.0	Fracture of pelvis	Asian (all)	0.02	2.0	9769.0
871.0	Open wounds of extremities	Asian (all)	0.92	90.0	9640.0
803.1	Fracture of humerus	Asian (all)	0.02	2.0	9769.0
803.0	Fracture of upper limb	Asian (all)	0.03	3.0	9769.0
803.2	Fracture of radius and ulna	Asian (all)	0.1	10.0	9769.0
804.0	Fracture of hand or wrist	Asian (all)	0.11	11.0	9769.0
840.3	Joint/ligament sprain	Asian (all)	0.02	2.0	9812.0
840.0	Sprains and strains	Asian (all)	0.11	11.0	9812.0
800.2	Fracture of unspecified part of femur	Asian (all)	0.0	0.0	9769.0
800.1	Fracture of neck of femur	Asian (all)	0.01	1.0	9769.0
800.0	Fracture of lower limb	Asian (all)	0.11	11.0	9769.0
800.4	Fracture of patella	Asian (all)	0.04	4.0	9769.0
800.3	Fracture of tibia and fibula	Asian (all)	0.02	2.0	9769.0
801.0	Fracture of ankle and foot	Asian (all)	0.04	4.0	9769.0
871.4	Open wound of toe(s)	Asian (all)	0.0	0.0	9640.0
871.3	Open wound of foot except toe(s) alone	Asian (all)	0.04	4.0	9640.0
801.1	Fracture of foot	Asian (all)	0.0	0.0	9769.0
960.0	Poisoning by antibiotics	Asian (all)	0.84	77.0	9107.0
960.2	Allergy/adverse effect of penicillin	Asian (all)	4.85	464.0	9107.0
960.1	Adverse effects of antibacterials (not penicillins)	Asian (all)	0.01	1.0	9107.0
961.1	Poisoning/allergy of sulfonamides	Asian (all)	0.2	18.0	9107.0
961.0	Poisoning by other anti-infectives	Asian (all)	0.12	11.0	9107.0
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	Asian (all)	0.14	13.0	9107.0
962.0	Poisoning by hormones and synthetic substitutes	Asian (all)	0.01	1.0	9107.0
963.0	Poisoning by primarily systemic agents	Asian (all)	0.03	3.0	9107.0
965.0	Poisoning by analgesics, antipyretics, and antirheumatics	Asian (all)	1.66	154.0	9107.0
965.3	Salicylates causing adverse effects in therapeutic use	Asian (all)	0.08	7.0	9107.0
969.0	Poisoning by psychotropic agents	Asian (all)	0.24	22.0	9107.0
966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	Asian (all)	0.16	15.0	9107.0
971.0	Poisoning by drugs primarily affecting the autonomic nervous system	Asian (all)	0.0	0.0	9107.0
963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	Asian (all)	0.01	1.0	9107.0
964.0	Poisoning by agents primarily affecting blood constituents	Asian (all)	0.02	2.0	9107.0
964.1	Anticoagulants causing adverse effects	Asian (all)	0.05	5.0	9107.0
972.0	Poisoning by agents primarily affecting the cardiovascular system	Asian (all)	0.03	3.0	9107.0
973.0	Poisoning by agents primarily affecting the gastrointestinal system	Asian (all)	0.01	1.0	9107.0
975.0	Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	Asian (all)	0.0	0.0	9107.0
976.0	Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs	Asian (all)	0.01	1.0	9107.0
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	Asian (all)	0.04	4.0	9107.0
979.0	Adverse drug events and drug allergies	Asian (all)	0.09	8.0	9107.0
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	Asian (all)	0.02	2.0	9815.0
987.0	Toxic effect of other gases, fumes, or vapors	Asian (all)	0.02	2.0	9815.0
983.0	Toxic effect of corrosive aromatics, acids, and caustic alkalis	Asian (all)	0.0	0.0	9815.0
989.0	Toxic effect of other substances, chiefly nonmedicinal as to source	Asian (all)	0.02	2.0	9815.0
985.0	Toxic effect of other metals	Asian (all)	0.0	0.0	9815.0
986.0	Toxic effect of carbon monoxide	Asian (all)	0.01	1.0	9815.0
988.0	Toxic effect of noxious substances eaten as food	Asian (all)	0.01	1.0	9815.0
913.0	Toxic effect of venom	Asian (all)	0.01	1.0	9822.0
946.0	Anaphylactic shock NOS	Asian (all)	0.21	20.0	9686.0
949.0	Allergies, other	Asian (all)	0.18	17.0	9686.0
958.0	Certain early complications of trauma or procedure	Asian (all)	0.07	7.0	9814.0
958.2	Traumatic and surgical subcutaneous emphysema	Asian (all)	0.0	0.0	9814.0
942.0	Infusion and transfusion reaction	Asian (all)	0.0	0.0	9686.0
941.0	Adverse reaction to serum or vaccine	Asian (all)	0.03	3.0	9686.0
850.0	Hemorrhage or hematoma complicating a procedure	Asian (all)	1.35	129.0	9420.0
958.1	Postoperative shock	Asian (all)	0.02	2.0	9814.0
854.0	Complications of cardiac/vascular device, implant, and graft	Asian (all)	1.14	109.0	9420.0
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	Asian (all)	0.29	28.0	9695.0
859.0	Complication due to other implant and internal device	Asian (all)	0.73	69.0	9420.0
860.0	Bone marrow or stem cell transplant	Asian (all)	0.01	1.0	9822.0
510.2	Lung transplant	Asian (all)	0.03	3.0	9794.0
851.0	Complications of transplants and reattached limbs	Asian (all)	1.3	124.0	9420.0
874.0	Complication of amputation stump	Asian (all)	0.03	3.0	9640.0
297.2	Suicide or self-inflicted injury	Asian (all)	0.21	19.0	9056.0
297.0	Suicidal ideation or attempt	Asian (all)	0.0	0.0	9056.0
585.31	Renal dialysis	Asian (all)	0.36	34.0	9331.0
71.0	Human immunodeficiency virus [HIV] disease	Asian (all)	0.01	1.0	9640.0
638.0	Other high-risk pregnancy	Asian (all)	0.01	1.0	9508.0
559.0	Ileostomy status	Asian (all)	0.37	30.0	8060.0
197.0	Chemotherapy	Asian (all)	4.76	455.0	9112.0
196.0	Radiotherapy	Asian (all)	0.0	0.0	9112.0
289.3	Personal history of diseases of blood and blood-forming organs	Asian (all)	0.17	16.0	9586.0
564.9	Personal history of diseases of digestive system	Asian (all)	5.01	425.0	8060.0
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	Asian (all)	0.24	22.0	9107.0
587.0	Kidney replaced by transpant	Asian (all)	0.22	21.0	9331.0
573.2	Liver replaced by transplant	Asian (all)	0.03	3.0	9535.0
364.9	Cornea replaced by transplant	Asian (all)	0.03	3.0	9402.0
426.91	Cardiac pacemaker in situ	Asian (all)	0.85	78.0	9129.0
395.6	Heart valve replaced	Asian (all)	0.51	49.0	9605.0
426.9	Cardiac pacemaker/device in situ	Asian (all)	0.07	6.0	9129.0
250.3	Insulin pump user	Asian (all)	0.01	1.0	8014.0
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	Asian (all)	0.08	8.0	9483.0
8.0	Intestinal infection	Black (all)	0.18	14.0	7878.0
8.5	Bacterial enteritis	Black (all)	1.2	96.0	7878.0
38.1	Gram negative septicemia	Black (all)	0.22	17.0	7576.0
8.51	Intestinal e.coli	Black (all)	0.0	0.0	7878.0
8.52	Intestinal infection due to C. difficile	Black (all)	0.14	11.0	7878.0
8.7	Intestinal infection due to protozoa	Black (all)	0.01	1.0	7878.0
8.6	Viral Enteritis	Black (all)	0.28	22.0	7878.0
10.0	Tuberculosis	Black (all)	0.46	35.0	7576.0
41.0	Bacterial infection NOS	Black (all)	2.62	204.0	7576.0
686.0	Other local infections of skin and subcutaneous tissue	Black (all)	0.26	20.0	7768.0
480.1	Bacterial pneumonia	Black (all)	0.38	30.0	7777.0
369.0	Infection of the eye	Black (all)	0.14	11.0	7733.0
38.2	Gram positive septicemia	Black (all)	0.14	11.0	7576.0
711.0	Arthropathy associated with infections	Black (all)	0.0	0.0	7359.0
529.1	Glossitis	Black (all)	0.08	6.0	7916.0
994.2	Sepsis	Black (all)	1.0	80.0	7939.0
130.0	Spirochetal infection	Black (all)	0.0	0.0	7921.0
79.0	Viral infection	Black (all)	1.0	79.0	7808.0
31.0	Diseases due to other mycobacteria	Black (all)	0.0	0.0	7576.0
657.0	Infections specific to the perinatal period	Black (all)	0.0	0.0	8019.0
639.0	Complications following abortion or ectopic and molar pregnancies	Black (all)	0.03	2.0	7610.0
465.0	Acute upper respiratory infections of multiple or unspecified sites	Black (all)	0.53	42.0	7946.0
41.2	Streptococcus infection	Black (all)	0.5	38.0	7576.0
320.0	Meningitis	Black (all)	0.16	13.0	7986.0
420.0	Carditis	Black (all)	0.0	0.0	7902.0
38.0	Septicemia	Black (all)	1.16	89.0	7576.0
133.0	Arthropod-borne diseases	Black (all)	1.12	90.0	7921.0
41.1	Staphylococcus infections	Black (all)	0.95	73.0	7576.0
90.0	Sexually transmitted infections (not HIV or hepatitis)	Black (all)	0.04	3.0	8014.0
90.2	Gonococcal infections	Black (all)	0.0	0.0	8014.0
90.3	Venereal diseases due to Chlamydia trachomatis	Black (all)	0.02	2.0	8014.0
131.0	Protozoan infection	Black (all)	0.0	0.0	7921.0
54.0	Herpes simplex	Black (all)	0.08	6.0	7808.0
78.0	Viral warts & HPV	Black (all)	0.22	17.0	7808.0
528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	Black (all)	0.42	33.0	7916.0
130.1	Lyme disease	Black (all)	0.0	0.0	7921.0
136.0	Other infectious and parasitic diseases	Black (all)	0.06	5.0	7921.0
324.0	Other CNS infection and poliomyelitis	Black (all)	0.14	11.0	7986.0
324.1	Jakob-Creutzfeldt disease	Black (all)	0.0	0.0	7986.0
323.0	Encephalitis	Black (all)	0.09	7.0	7986.0
386.2	Peripheral or central vertigo	Black (all)	0.1	8.0	7850.0
369.2	Eye infection, viral	Black (all)	0.03	2.0	7733.0
79.1	Varicella infection	Black (all)	0.01	1.0	7808.0
480.2	Viral pneumonia	Black (all)	0.01	1.0	7777.0
53.0	Herpes zoster	Black (all)	0.08	6.0	7808.0
53.1	Herpes zoster with nervous system complications	Black (all)	0.05	4.0	7808.0
381.1	Otitis media	Black (all)	0.18	14.0	7975.0
70.1	Viral hepatitis A	Black (all)	0.04	3.0	7808.0
70.2	Viral hepatitis B	Black (all)	0.42	33.0	7808.0
70.0	Viral hepatitis	Black (all)	0.27	21.0	7808.0
70.3	Viral hepatitis C	Black (all)	0.29	23.0	7808.0
71.1	HIV infection, symptomatic	Black (all)	0.36	28.0	7808.0
112.0	Candidiasis	Black (all)	0.77	62.0	7939.0
480.3	Pneumonia due to fungus (mycoses)	Black (all)	0.04	3.0	7777.0
230.0	Kaposi's sarcoma	Black (all)	0.01	1.0	8018.0
202.2	Non-Hodgkins lymphoma	Black (all)	0.23	18.0	7923.0
195.1	Malignant neoplasm, other	Black (all)	3.6	274.0	7346.0
348.8	Encephalopathy, not elsewhere classified	Black (all)	0.09	7.0	7710.0
504.0	Other alveolar and parietoalveolar pneumonopathy	Black (all)	0.15	12.0	7770.0
798.0	Malaise and fatigue	Black (all)	1.05	84.0	7926.0
260.1	Cachexia	Black (all)	0.0	0.0	7910.0
577.1	Acute pancreatitis	Black (all)	0.24	19.0	7979.0
79.2	Infectious mononucleosis	Black (all)	0.01	1.0	7808.0
110.1	Dermatophytosis	Black (all)	0.04	3.0	7939.0
110.11	Dermatophytosis of nail	Black (all)	0.08	6.0	7939.0
110.12	Althete's foot	Black (all)	0.04	3.0	7939.0
110.13	Dermatophytosis of the body	Black (all)	0.0	0.0	7939.0
110.2	Dermatomycoses	Black (all)	0.0	0.0	7939.0
112.3	Candidiasis of skin and nails	Black (all)	0.01	1.0	7939.0
