PheCode	Phenotype	Socio-economic Quintile	Prevalence	Cases	Controls
204.21	Myeloid leukemia, acute	3	0.09	89.0	98858.0
204.22	Myeloid leukemia, chronic	3	0.03	34.0	98858.0
204.3	Monocytic leukemia	3	0.01	5.0	98858.0
202.0	Cancer of other lymphoid, histiocytic tissue	3	0.37	370.0	98858.0
277.0	Other disorders of metabolism	3	0.27	271.0	99618.0
172.3	Carcinoma in situ of skin	3	0.22	215.0	95926.0
174.1	Breast cancer [female]	3	0.6	568.0	94726.0
195.0	Cancer, suspected or other	3	0.25	225.0	89592.0
187.0	Cancer of other male genital organs	3	0.04	38.0	97992.0
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	3	0.51	472.0	92940.0
189.2	Cancer of bladder	3	0.23	232.0	98868.0
189.0	Cancer of urinary organs (incl. kidney and bladder)	3	0.83	825.0	98868.0
210.0	Benign neoplasm of lip, oral cavity, and pharynx	3	0.25	248.0	99541.0
208.0	Benign neoplasm of colon	3	5.96	5919.0	93427.0
211.0	Benign neoplasm of other parts of digestive system	3	1.76	1720.0	95947.0
229.0	Benign neoplasm of unspecified sites	3	0.62	622.0	99434.0
212.0	Benign neoplasm of respiratory and intrathoracic organs	3	0.09	94.0	99967.0
213.0	Benign neoplasm of bone and articular cartilage	3	0.08	69.0	90197.0
214.0	Lipoma	3	0.46	457.0	98061.0
214.1	Lipoma of skin and subcutaneous tissue	3	1.31	1297.0	98061.0
228.0	Hemangioma and lymphangioma, any site	3	0.44	439.0	99622.0
215.0	Other benign neoplasm of connective and other soft tissue	3	0.29	288.0	98061.0
199.0	Neoplasm of uncertain behavior	3	0.35	315.0	89592.0
216.0	Benign neoplasm of skin	3	2.29	2284.0	97616.0
610.4	Benign neoplasm of breast	3	0.4	390.0	98344.0
218.1	Uterine leiomyoma	3	2.76	2719.0	95927.0
218.2	Other benign neoplasm of uterus	3	0.1	99.0	95927.0
221.0	Benign neoplasm of other female genital organs	3	0.06	60.0	92649.0
222.0	Benign neoplasm of male genital organs	3	0.05	49.0	97992.0
223.0	Benign neoplasm of kidney and other urinary organs	3	0.07	63.0	90197.0
224.0	Benign neoplasm of eye	3	0.02	15.0	99569.0
224.1	Benign neoplasm of eye, uveal	3	0.01	12.0	99569.0
225.1	Benign neoplasm of brain, cranial nerves, meninges	3	0.22	220.0	99569.0
225.2	Benign neoplasm of spinal cord, meninges	3	0.02	17.0	99569.0
225.0	Benign neoplasm of brain and other parts of nervous system	3	0.0	0.0	99569.0
226.0	Benign neoplasm of thyroid glands	3	0.08	80.0	99612.0
227.1	Benign neoplasm of adrenal gland	3	0.04	44.0	99612.0
227.2	Benign neoplasm of parathyroid gland	3	0.11	110.0	99612.0
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	3	0.1	95.0	99612.0
227.0	Benign neoplasm of other endocrine glands and related structures	3	0.0	1.0	99612.0
229.1	Benign neoplasm of lymph nodes	3	0.01	5.0	99434.0
158.0	Neoplasm of unspecified nature of digestive system	3	0.35	334.0	95483.0
184.0	Cancer of other female genital organs	3	0.04	36.0	95268.0
187.8	Neoplasm of uncertain behavior of male genital organs	3	0.02	21.0	97992.0
191.0	Manlignant and unknown neoplasms of brain and nervous system	3	0.05	53.0	99569.0
270.32	Paraproteinemia	3	0.06	60.0	99839.0
173.0	Neoplasm of uncertain behavior of skin	3	0.05	46.0	95926.0
174.3	Neoplasm of uncertain behavior of breast	3	0.04	41.0	94726.0
280.1	Iron deficiency anemias, unspecified or not due to blood loss	3	2.38	2306.0	94407.0
280.2	Iron deficiency anemia secondary to blood loss (chronic)	3	0.16	147.0	94407.0
281.12	Other vitamin B12 deficiency anemia	3	0.05	45.0	94407.0
281.11	Pernicious anemia	3	0.22	206.0	94407.0
281.13	Folate-deficiency anemia	3	0.07	69.0	94407.0
281.0	Other deficiency anemia	3	0.0	4.0	94407.0
281.1	Megaloblastic anemia	3	0.0	0.0	94407.0
281.9	Deficiency anemias	3	0.01	12.0	94407.0
282.9	Other hereditary hemolytic anemias	3	0.03	28.0	94407.0
282.8	Other hemoglobinopathies	3	0.06	55.0	94407.0
282.5	Sickle cell anemia	3	0.05	47.0	94407.0
289.0	Other diseases of blood and blood-forming organs	3	0.14	136.0	97914.0
283.0	Acquired hemolytic anemias	3	0.01	9.0	94407.0
283.1	Autoimmune hemolytic anemias	3	0.03	29.0	94407.0
283.2	Non-autoimmune hemolytic anemias	3	0.0	0.0	94407.0
283.21	Hemolytic-uremic syndrome	3	0.0	1.0	94407.0
285.8	Hemoglobinuria	3	0.0	3.0	94407.0
284.0	Aplastic anemia	3	0.17	159.0	94407.0
284.2	Constitutional aplastic anemia	3	0.0	4.0	94407.0
285.1	Acute posthemorrhagic anemia	3	0.06	58.0	94407.0
285.22	Anemia in neoplastic disease	3	0.15	143.0	94407.0
285.2	Anemia of chronic disease	3	0.09	83.0	94407.0
285.0	Other anemias	3	3.48	3400.0	94407.0
285.3	Sideroblastic anemia	3	0.0	3.0	94407.0
286.6	Defibrination syndrome	3	0.01	9.0	99300.0
286.13	Congenital factor VIII disorder	3	0.02	15.0	99300.0
286.1	Congenital coagulation defects	3	0.01	10.0	99300.0
286.7	Other and unspecified coagulation defects	3	0.1	95.0	99300.0
286.11	Von willebrand's disease	3	0.04	35.0	99300.0
286.12	Congenital deficiency of other clotting factors (including factor VII)	3	0.09	90.0	99300.0
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	3	0.01	14.0	99300.0
286.4	Acquired coagulation factor deficiency	3	0.0	1.0	99300.0
287.0	Purpura and other hemorrhagic conditions	3	0.02	24.0	99300.0
287.2	Allergic purpura	3	0.02	15.0	99300.0
287.4	Qualitative platelet defects	3	0.0	3.0	99300.0
287.31	Primary thrombocytopenia	3	0.11	111.0	99300.0
287.32	Secondary thrombocytopenia	3	0.02	24.0	99300.0
287.3	Thrombocytopenia	3	0.37	369.0	99300.0
288.11	Neutropenia	3	0.99	977.0	97914.0
288.0	Diseases of white blood cells	3	0.17	171.0	97914.0
288.3	Eosinophilia	3	0.02	19.0	97914.0
289.5	Diseases of spleen	3	0.16	153.0	97914.0
289.9	Abnormality of red blood cells	3	0.02	23.0	97914.0
279.1	Immunity deficiency	3	0.03	27.0	99933.0
279.11	Deficiency of humoral immunity	3	0.04	37.0	99933.0
277.2	Other disorders of purine and pyrimidine metabolism	3	0.0	1.0	99618.0
279.8	Other specified disorders involving the immune mechanism	3	0.01	6.0	99933.0
697.0	Sarcoidosis	3	0.17	173.0	98902.0
270.31	Polyclonal hypergammaglobulinemia	3	0.01	6.0	99839.0
279.0	Disorders involving the immune mechanism	3	0.01	8.0	99933.0
244.5	Congenital hypothyroidism	3	0.01	7.0	95028.0
240.0	Simple and unspecified goiter	3	0.18	172.0	95028.0
241.2	Nontoxic multinodular goiter	3	0.19	183.0	95028.0
244.2	Acquired hypothyroidism	3	0.03	30.0	95028.0
244.1	Secondary hypothyroidism	3	0.35	336.0	95028.0
246.0	Other disorders of thyroid	3	0.11	108.0	95028.0
348.7	Coma	3	0.12	116.0	96306.0
244.4	Hypothyroidism NOS	3	4.13	4090.0	95028.0
241.1	Nontoxic uninodular goiter	3	0.14	129.0	95028.0
241.0	Nontoxic nodular goiter	3	0.0	2.0	95028.0
242.0	Thyrotoxicosis with or without goiter	3	0.45	425.0	95028.0
242.1	Graves' disease	3	0.14	132.0	95028.0
242.2	Toxic multinodular goiter	3	0.01	14.0	95028.0
253.1	Pituitary hyperfunction	3	0.02	22.0	99023.0
245.0	Thyroiditis	3	0.03	24.0	95028.0
245.1	Thyroiditis, acute and subacute	3	0.01	7.0	95028.0
245.2	Chronic thyroiditis	3	0.0	4.0	95028.0
245.21	Chronic lymphocytic thyroiditis	3	0.06	60.0	95028.0
250.1	Type 1 diabetes	3	0.69	657.0	94336.0
250.11	Type 1 diabetes with ketoacidosis	3	0.05	48.0	94336.0
250.12	Type 1 diabetes with renal manifestations	3	0.01	12.0	94336.0
250.23	Type 2 diabetes with ophthalmic manifestations	3	0.4	381.0	94336.0
250.7	Diabetic retinopathy	3	0.39	377.0	96273.0
250.13	Type 1 diabetes with ophthalmic manifestations	3	0.12	114.0	94336.0
250.14	Type 1 diabetes with neurological manifestations	3	0.04	41.0	94336.0
250.24	Type 2 diabetes with neurological manifestations	3	0.17	163.0	94336.0
443.7	Peripheral angiopathy in diseases classified elsewhere	3	0.09	89.0	97782.0
250.2	Type 2 diabetes	3	5.32	5304.0	94336.0
250.21	Type 2 diabetes with ketoacidosis	3	0.04	35.0	94336.0
250.22	Type 2 diabetes with renal manifestations	3	0.07	67.0	94336.0
260.2	severe protein-calorie malnutrition	3	0.0	0.0	99265.0
249.0	Secondary diabetes mellitus	3	0.0	1.0	94336.0
251.1	Hypoglycemia	3	0.29	272.0	93644.0
251.0	Other disorders of pancreatic internal secretion	3	0.0	3.0	99023.0
251.8	Abnormality of secretion of glucagon or gastrin	3	0.0	1.0	99023.0
252.2	Hypoparathyroidism	3	0.04	40.0	99023.0
275.5	Disorders of calcium/phosphorus metabolism	3	0.36	356.0	99385.0
252.1	Hyperparathyroidism	3	0.22	217.0	99023.0
252.0	Disorders of parathyroid gland	3	0.01	10.0	99023.0
253.11	Acromegaly and gigantism	3	0.02	20.0	99023.0
253.7	Other disorders of neurohypophysis	3	0.06	62.0	99023.0
253.2	Pituitary hypofunction	3	0.07	72.0	99023.0
258.0	Iatrogenic endocrine disorders	3	0.02	24.0	99023.0
253.3	Diabetes insipidus	3	0.02	21.0	99023.0
253.0	Disorders of the pituitary gland and its hypothalamic control	3	0.03	25.0	99023.0
255.11	Cushing's syndrome	3	0.03	26.0	99023.0
255.3	Adrenogenital disorders	3	0.01	6.0	99023.0
255.12	Hyperaldosteronism	3	0.02	23.0	99023.0
255.1	Adrenal hyperfunction	3	0.0	2.0	99023.0
255.21	Glucocorticoid deficiency	3	0.11	108.0	99023.0
255.13	Medulloadrenal hyperfunction	3	0.0	3.0	99023.0
255.0	Disorders of adrenal glands	3	0.05	47.0	99023.0
256.0	Ovarian dysfunction	3	0.01	14.0	99023.0
256.4	Polycystic ovaries	3	0.06	64.0	99023.0
627.5	Premature menopause and other ovarian failure	3	0.01	13.0	92656.0
257.0	Testicular dysfunction	3	0.01	6.0	99023.0
257.1	Testicular hypofunction	3	0.04	43.0	99023.0
259.3	Delay in sexual development and puberty NEC	3	0.0	0.0	99023.0
259.0	Other endocrine disorders	3	0.03	29.0	99023.0
254.0	Diseases of thymus gland	3	0.01	6.0	99023.0
259.2	Carcinoid syndrome	3	0.01	9.0	99023.0
260.22	Nutritional marasmus	3	0.0	0.0	99265.0
263.0	Other nutritional deficiency	3	0.01	6.0	99265.0
260.0	Protein-calorie malnutrition	3	0.04	36.0	99265.0
261.1	Vitamin A deficiency	3	0.0	2.0	99265.0
261.2	Vitamin B-complex deficiencies	3	0.24	238.0	99265.0
261.3	Vitamin C deficiencies	3	0.0	1.0	99265.0
261.4	Vitamin D deficiency	3	0.22	218.0	99265.0
261.41	Rickets or osteomalacia	3	0.01	6.0	99265.0
261.0	Vitamin deficiency	3	0.01	6.0	99265.0
262.0	Mineral deficiency NEC	3	0.09	85.0	99265.0
278.3	Localized adiposity	3	0.01	14.0	96570.0
278.1	Obesity	3	3.47	3468.0	96570.0
513.3	Hypoventilation	3	0.03	29.0	99922.0
278.0	Overweight, obesity and other hyperalimentation	3	0.0	0.0	96570.0
270.1	Disturbances of amino-acid transport	3	0.01	9.0	99839.0
270.12	Phenylketonuria [PKU]	3	0.0	1.0	99839.0
277.5	Other disorders of lipoid metabolism	3	0.07	70.0	99618.0
270.11	Disturbances of sulphur-bearing amino-acid metabolism	3	0.0	4.0	99839.0
270.21	Disorders of urea cycle metabolism	3	0.0	1.0	99839.0
270.2	Disorders of amino-acid metabolism	3	0.0	2.0	99839.0
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	3	0.04	43.0	100014.0
271.9	Other disorders of carbohydrate transport and metabolism	3	0.0	4.0	100014.0
331.0	Other cerebral degenerations	3	0.07	65.0	96306.0
277.51	Lipoprotein disorders	3	0.02	18.0	99618.0
272.11	Hypercholesterolemia	3	9.55	9481.0	89834.0
272.12	Hyperglyceridemia	3	0.02	15.0	89834.0
272.13	Mixed hyperlipidemia	3	0.04	34.0	89834.0
272.14	Hyperchylomicronemia	3	0.0	1.0	89834.0
272.1	Hyperlipidemia	3	1.64	1501.0	89834.0
272.9	Unspecified disorder of lipoid metabolism	3	0.07	65.0	89834.0
790.6	Other abnormal blood chemistry	3	1.95	1951.0	98053.0
277.1	Disorders of porphyrin metabolism	3	0.01	7.0	99618.0
277.4	Disorders of bilirubin excretion	3	0.1	96.0	99618.0
275.0	Disorders of mineral metabolism	3	0.0	3.0	99385.0
275.2	Disorders of copper metabolism	3	0.0	2.0	99385.0
275.1	Disorders of iron metabolism	3	0.18	184.0	99385.0
275.53	Disorders of phosphorus metabolism	3	0.08	82.0	99385.0
275.3	Disorders of magnesium metabolism	3	0.12	122.0	99385.0
499.0	Cystic fibrosis	3	0.0	5.0	100056.0
270.33	Amyloidosis	3	0.04	42.0	99839.0
276.5	Hypovolemia	3	0.89	874.0	97675.0
276.11	Hyperosmolality and/or hypernatremia	3	0.07	70.0	97675.0
276.12	Hyposmolality and/or hyponatremia	3	0.68	665.0	97675.0
276.41	Acidosis	3	0.36	349.0	97675.0
276.42	Alkalosis	3	0.04	42.0	97675.0
276.4	Acid-base balance disorder	3	0.0	1.0	97675.0
276.13	Hyperpotassemia	3	0.32	314.0	97675.0
276.14	Hypopotassemia	3	0.48	468.0	97675.0
276.6	Fluid overload	3	0.17	166.0	97675.0
276.1	Electrolyte imbalance	3	0.04	42.0	97675.0
258.1	Postablative ovarian failure	3	0.01	6.0	99023.0
290.1	Dementias	3	0.3	295.0	97986.0
290.11	Alzheimer's disease	3	0.17	171.0	97986.0
290.16	Vascular dementia	3	0.09	89.0	97986.0
333.3	Tics and choreas	3	0.01	5.0	96306.0
290.12	Dementia with cerebral degenerations	3	0.02	20.0	97986.0
290.3	Other persistent mental disorders due to conditions classified elsewhere	3	0.02	15.0	97986.0
290.2	Delirium due to conditions classified elsewhere	3	0.28	277.0	97986.0
291.4	Specific nonpsychotic mental disorders due to brain damage	3	0.01	13.0	97986.0
295.3	Psychosis	3	0.05	41.0	88951.0
291.1	Transient mental disorders due to conditions classified elsewhere	3	0.03	33.0	97986.0
296.0	Mood disorders	3	0.02	15.0	88951.0
300.1	Anxiety disorder	3	1.96	1774.0	88951.0
292.2	Mild cognitive impairment	3	0.07	64.0	97986.0
290.0	Delirium dementia and amnestic and other cognitive disorders	3	0.12	113.0	97986.0
316.0	Substance addiction and disorders	3	0.05	51.0	92836.0
317.0	Alcohol-related disorders	3	1.2	1123.0	92836.0
317.1	Alcoholism	3	2.53	2410.0	92836.0
318.0	Tobacco use disorder	3	4.69	4572.0	92836.0
295.1	Schizophrenia	3	0.12	104.0	88951.0
296.22	Major depressive disorder	3	0.12	109.0	88951.0
301.1	Schizoid personality disorder	3	0.01	10.0	88951.0
295.2	Paranoid disorders	3	0.04	37.0	88951.0
296.1	Bipolar	3	0.29	255.0	88951.0
301.0	Personality disorders	3	0.05	43.0	88951.0
300.4	Dysthymic disorder	3	0.01	8.0	88951.0
300.13	Phobia	3	0.21	186.0	88951.0
300.12	Agorophobia, social phobia, and panic disorder	3	0.27	244.0	88951.0
300.11	Generalized anxiety disorder	3	0.04	39.0	88951.0
300.3	Obsessive-compulsive disorders	3	0.04	34.0	88951.0
300.8	Acute reaction to stress	3	0.04	33.0	88951.0
300.9	Posttraumatic stress disorder	3	0.04	36.0	88951.0
304.0	Adjustment reaction	3	0.09	84.0	88951.0
303.1	Dissociative disorder	3	0.01	12.0	88951.0
303.0	Psychogenic and somatoform disorders	3	0.0	1.0	88951.0
295.0	Schizophrenia and other psychotic disorders	3	0.0	2.0	88951.0
303.4	Somatoform disorder	3	0.03	26.0	88951.0
303.3	Psychogenic disorder	3	0.11	98.0	88951.0
300.0	Anxiety, phobic and dissociative disorders	3	0.08	69.0	88951.0
306.0	Other mental disorder	3	9.0	8795.0	88951.0
305.2	Eating disorder	3	0.01	13.0	88951.0
305.21	Anorexia nervosa	3	0.01	11.0	88951.0
327.0	Sleep disorders	3	0.22	215.0	98633.0
327.4	Insomnia	3	0.01	10.0	98633.0
327.1	Hypersomnia	3	0.0	0.0	98633.0
327.6	Circadian rhythm sleep disorder	3	0.01	9.0	98633.0
327.5	Parasomnia	3	0.0	4.0	98633.0
302.0	Sexual and gender identity disorders	3	0.09	84.0	88951.0
302.1	Decreased libido	3	0.01	6.0	88951.0
605.0	Erectile dysfunction [ED]	3	0.14	131.0	94606.0
301.2	Antisocial/borderline personality disorder	3	0.02	21.0	88951.0
312.3	Impulse control disorder	3	0.0	1.0	99906.0
315.0	Develomental delays and disorders	3	0.08	83.0	99906.0
315.3	Mental retardation	3	0.01	6.0	99906.0
315.2	Speech and language disorder	3	0.03	28.0	99906.0
315.1	Learning disorder	3	0.02	24.0	99906.0
313.3	Autism	3	0.01	12.0	99906.0
312.0	Conduct disorders	3	0.0	0.0	99906.0
313.0	Pervasive developmental disorders	3	0.0	1.0	99906.0
313.2	Tics and stuttering	3	0.0	3.0	99906.0
344.0	Other paralytic syndromes	3	0.19	179.0	96306.0
323.8	Encephalitis, non-infectious	3	0.01	13.0	99785.0
325.0	Phlebitis and thrombophlebitis of intracranial venous sinuses	3	0.02	17.0	99785.0
334.1	Spinocerebellar disease	3	0.04	34.0	96306.0
334.2	Anterior horn cell disease	3	0.07	69.0	96306.0
357.0	Inflammatory and toxic neuropathy	3	0.42	415.0	99490.0
332.0	Parkinson's disease	3	0.37	353.0	96306.0
349.0	Other and unspecified disorders of the nervous system	3	0.12	116.0	96306.0
333.8	Other degenerative diseases of the basal ganglia	3	0.02	15.0	96306.0
333.4	Torsion dystonia	3	0.07	71.0	96306.0
333.0	Extrapyramidal disease and abnormal movement disorders	3	0.1	101.0	96306.0
333.1	Essential tremor	3	0.09	82.0	96306.0
333.2	Myoclonus	3	0.03	28.0	96306.0
331.9	Cerebral degeneration, unspecified	3	0.13	126.0	96306.0
334.0	Degenerative disease of the spinal cord	3	0.42	409.0	96306.0
335.0	Multiple sclerosis	3	0.35	337.0	96306.0
341.0	Other demyelinating diseases of central nervous system	3	0.07	68.0	96306.0
323.2	Acute (transverse) myelitis	3	0.01	12.0	99785.0
345.0	Epilepsy, recurrent seizures, convulsions	3	0.87	841.0	96306.0
345.12	Partial epilepsy	3	0.08	77.0	96306.0
345.1	Epilepsy	3	0.09	83.0	96306.0
345.11	Generalized convulsive epilepsy	3	0.12	111.0	96306.0
345.3	Convulsions	3	0.6	581.0	96306.0
340.0	Migraine	3	0.8	787.0	97297.0
340.1	Migrain with aura	3	0.05	50.0	97297.0
339.0	Other headache syndromes	3	2.1	2090.0	97297.0
306.9	Tension headache	3	0.1	89.0	88951.0
433.31	Transient cerebral ischemia	3	0.64	622.0	97224.0
362.4	Retinal vascular changes and abnomalities	3	0.26	249.0	96273.0
433.0	Cerebrovascular disease	3	0.43	423.0	97224.0
327.41	Organic or persistent insomnia	3	0.04	38.0	98633.0
291.8	Alteration of consciousness	3	0.14	134.0	97986.0
327.3	Sleep apnea	3	1.25	1244.0	98633.0
347.0	Cataplexy and narcolepsy	3	0.01	8.0	96306.0
352.1	Trigeminal nerve disorders [CN5]	3	0.13	128.0	96044.0
352.2	Facial nerve disorders [CN7]	3	0.23	219.0	96044.0
352.0	Disorders of other cranial nerves	3	0.02	20.0	96044.0
353.0	Nerve root and plexus disorders	3	0.29	277.0	96044.0
353.1	Nerve plexus lesions	3	0.03	29.0	96044.0
353.2	Nerve root lesions	3	0.02	21.0	96044.0
722.9	Other and unspecified disc disorder	3	1.17	1151.0	97547.0
907.0	Injuries to the nervous system	3	0.35	348.0	99713.0
351.0	Other peripheral nerve disorders	3	3.43	3408.0	96044.0
355.0	Complex regional/central pain syndrome	3	0.01	11.0	96044.0
356.0	Hereditary and idiopathic peripheral neuropathy	3	0.05	46.0	99490.0
316.1	Polyneuropathy due to drugs	3	0.02	21.0	92836.0
250.6	Polyneuropathy in diabetes	3	0.12	109.0	94336.0
358.1	Myasthenia gravis	3	0.05	50.0	99490.0
358.0	Myoneural disorders	3	0.01	7.0	99490.0
359.2	Myopathy	3	0.06	59.0	99490.0
359.1	Muscular dystrophies	3	0.03	33.0	99490.0
343.0	Infantile cerebral palsy	3	0.04	37.0	96306.0
342.0	Hemiplegia	3	0.47	453.0	96306.0
337.0	Disorders of the autonomic nervous system	3	0.06	53.0	96306.0
337.1	Peripheral autonomic neuropathy	3	0.02	15.0	96306.0
752.2	Other specified congenital anomalies of nervous system	3	0.02	18.0	99928.0
331.1	Hydrocephalus	3	0.16	151.0	96306.0
348.4	Cerebral cysts	3	0.03	30.0	96306.0
348.0	Other conditions of brain	3	0.04	42.0	96306.0
348.2	Cerebral edema and compression of brain	3	0.09	84.0	96306.0
798.1	Chronic fatigue syndrome	3	0.16	160.0	99096.0
348.9	Other conditions of brain, NOS	3	0.14	131.0	96306.0
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	3	0.14	126.0	92616.0
371.3	Inflammation of eyelids	3	0.66	648.0	97364.0
371.33	Noninfectious dermatoses of eyelid	3	0.0	2.0	97364.0
374.0	Other disorders of eyelids	3	0.86	849.0	97364.0
374.1	Ectropion or entropion	3	0.3	290.0	97364.0
374.2	Lagophthalmos	3	0.01	9.0	97364.0
374.3	Ptosis of eyelid	3	0.52	509.0	97364.0
375.0	Disorders of lacrimal system	3	0.5	493.0	97694.0
375.2	Epiphora	3	0.26	258.0	97694.0
376.0	Disorders of the orbit	3	0.02	21.0	97694.0
371.9	Chronic inflammatory disorders of orbit	3	0.0	4.0	97364.0
242.3	Exophthalmos	3	0.03	29.0	95028.0
369.5	Conjunctivitis, infectious	3	0.07	64.0	97364.0
371.2	Conjunctivitis, noninfectious	3	0.01	11.0	97364.0
372.0	Disorders of conjunctiva	3	0.24	230.0	97364.0
695.22	Pemphigus and pemphigoid	3	0.02	20.0	98902.0
371.0	Inflammation of the eye	3	0.03	29.0	97364.0
379.0	Other disorders of eye	3	0.09	92.0	97694.0
379.1	Scleritis and episcleritis	3	0.02	17.0	97694.0
370.0	Keratitis	3	0.04	37.0	97364.0
370.1	Corneal ulcer	3	0.04	39.0	97364.0
370.3	Keratoconjunctivitis	3	0.01	11.0	97364.0
364.1	Corneal opacity	3	0.05	50.0	96536.0
364.0	Corneal opacity and other disorders of cornea	3	0.09	88.0	96536.0
